id,document_number,window_number,pair_number,text,label
54.34.200,54,34,200," הבעייה היא שיו""ר ועדת הכנסת ח""כ קורפו [א1] הודיע [/א1] כי הוא מתכוון לבטל את תארי ""ממלאי המקום"" בוועדות, וריבלין עלול למצוא עצמו לא רק מחוץ לוועדת חוץ וביטחון, אלא, גם לא כממלא-מקום חבר קבוע בוועדת הכספים. הרצון לחסוך בהוצאות לדיור במשרדי הממשלה גרם למחלוקת קשה בין משרדי שבה [א2] מעורבים [/א2] משרדי התעשיה והמסחר, איכות הסביבה והאוצר.",VAGUE
124.19.64,124,19,64, כאשר מדובר בכבוד המשפחה יכולות אימהות להיות מסוכנות במיוחד לבנותיהן. אישה בת 24 [א1] באה [/א1] למרפאה שם התלמדה בתה בת ה91 כאסיסטנטית רפואית [א2] וניסתה [/א2] לדקור אותה בסכין לחם.,BEFORE
122.2.38,122,2,38," להלן הודיע הבנק ללקוחה כי יעביר את הכספים שהצטברו לזכותה, כולל כל ההטבות, לתוכנית חדשה (""כוח תשורת המשך""), כאשר המדד היסודי לגבי התוכנית החדשה יהיה המדד [א1] שיפורסם [/א1] בגין אוקטובר 0991. להודעה [א2] צורף [/א2] עלון המפרט את תנאי תוכנית ההמשך.",AFTER
30.0.9,30,0,9,"יש כמה עסקני ספורט, בעיקר הוותיקים והמשופשפים שבהם, המתפקדים תחת לחץ כאילו הזמן [א1] אוזל [/א1] ויש להספיק לעשות הכל ומהר ובכל מחיר. הם [א2] מציירים [/א2] מטרות על הגלובוס, ואחר כך מוצאים סיבות שונות ומשונות להגיע אל המטרה.",BEFORE
50.6.29,50,6,29," אד הורטון שיחק רק 5 דקות ואולי עם החלפתו יזוז משהו ביד אליהו. מכבי ראשון לציון נאלץ להאבק עד לסיום מול הפועל גבת העמק, אבל הניצחון [א1] נשאר [/א1] בבית 92 98 וראשון [א2] אוחז [/א2] עדיין במקום ה-2.",AFTER
70.14.50,70,14,50," הוא [א1] חזר [/א1] ושיבח את גישת ה""פרופיל הנמוך"" שישראל נוקטת. מקורות ישראליים רשמיים בוואשינגטון [א2] סירבו [/א2] להגיב על הידיעות, או למסור אם שיחות התיאום האסטרטגי עוסקות גם בתיאום צבאי בענייני המפרץ.",BEFORE
138.6.41,138,6,41," בעיר בוטל, שהיתה מאז ומתמיד מעוז של הלייבור, [א1] הגדיל [/א1] הלייבור את הרוב שלו על חשבון השמרנים, כשאלה ירדו עוד ב01%. יצוין כי אחוז ההצבעה בבחירות המשנה נמוך מזה שבבחירות הכלליות, שבהן [א2] נרשמת [/א2] בדרך-כלל יותר תמיכה בשתי המפלגות הגדולות.",AFTER
60.1.18,60,1,18," כך מסר חיים גולן, מנהל הרשות לשיתוף פעולה, שחזר מביקור בחברה. גולן [א1] הביע [/א1] שביעות-רצון מהדרך בה [א2] פועלת [/א2] אלביט, כמפעל פרטי ראשון שקיבל על עצמו, מרצונו, את העקרונות שעל-פיהם עובדת הרשות לשיתוף פעולה תעשייתי.",AFTER
54.31.170,54,31,170," ריבלין [א1] האשים [/א1] ""ח""כים ירושלמים (קרי: הנגבי, קורפו, ויהושע מצא) המנצלים את מעמדם בהנהלת הסיעה, כדי למנוע כל אפשרות שיכהן בחבר בוועדת חוץ וביטחון. ריבלין אמר כי על פי סיכום שנערך עימו השבוע יצטרפו הח""כים קופמן ויהודה פרח לוועדת הכספים, ואילו הוא יצורף לוועדת חוץ וביטחון, אך ""חבריו"" [א2] מצאו [/א2] ברגע האחרון סיבה להפר את הסיכום.",AFTER
70.12.44,70,12,44," אחת הבעיות המרכזיות [א1] המדאיגות [/א1] את ישראל היא הגישה למידע מלווייני הריגול האמריקאיים העוקבים אחר המתרחש בעיראק ובכווית. דובר מחלקת המדינה של ארה""ב, [א2] אמר [/א2] אתמול כי ארה""ב ""היתה בקשר הדוק עם ישראל במשך כל התקופה"" שמאז תחילת המשבר במפרץ.",BEFORE
86.2.38,86,2,38," בישיבה השבועית של מזכירות ההסתדרות במרחב חיפה שהתקיימה אתמול [א1] נמסר [/א1] כי בשבועיים האחרונים חלה עלייה בדרישה לפועלים בענף הבנייה, לרבות דרישה לפועלים בלתי מקצועיים, אך נוכח השכר הנמוך המוצע לדורשי העבודה, ההענות היתה מעטה. בישיבה הוחלט שאגודת פועלי הבניין בהסתדרות מרחב חיפה, [א2] תגיש [/א2] בימים הקרובים הצעה לשינוי במבנה השכר של פועלי הבניין במטרה למשוך עובדים לענף זה.",BEFORE
79.4.22,79,4,22," משרד התיירות יסייע בארגון הסיור, ואף יארח את חברי המשלחת לארוחה חגיגית, בה יוכלו להיפגש עם שר התיירות, גדעון פת. 002 סוכני נסיעות מבריטניה [א1] השתתפו [/א1] בערב תיירות של ישראל בבודפשט, [א2] שהתקיים [/א2] במסגרת כינוס התאחדות סוכני הנסיעות והתיירות של בריטניה (אבט""א).",EQUAL
138.7.46,138,7,46," יצוין כי אחוז ההצבעה בבחירות המשנה נמוך מזה שבבחירות הכלליות, שבהן [א1] נרשמת [/א1] בדרך-כלל יותר תמיכה בשתי המפלגות הגדולות. סקרי דעת הקהל [א2] הראו [/א2] התרחקות של הציבור הבריטי מתמיכה בממשלה השמרנית, כתוצאה מן המיתון, מעליית האינפלציה ומעליית שערי הריבית.",BEFORE
22.13.93,22,13,93," וכהנא [א1] עונה [/א1] בפשטות: ""ולכן אנחנו צריכים להוציא אתכם בכוח מכאן"". כהנא [א2] ניסה [/א2] בשעתו להתגורר בקריית-ארבע והותיר שם רבים מחסידיו.",AFTER
8.1.32,8,1,32," מזכיר איגוד הפועלים החקלאיים, חיים אביבי, מסר שההצעה [א1] הועלתה [/א1] לנוכח המחסור בעובדי קטיף המורגש כבר כעת ויוחרף בחודש הבא, כשהקטיף יהיה בעיצומו, בעיקר עקב היעדרות עובדים מהשטחים. המעסיקים אינם מצפים [א2] שיצליחו [/א2] למשוך מספר ניכר של עובדים ישראליים לקטיף, בגלל השכר הנמוך המשולם לעבודה זו מעט מעל שכר המינימום במשק.",AFTER
26.17.72,26,17,72," אבל שם לפחות [א1] נזהרים [/א1] מלחקות ונשארים נאמנים לעצמם. הגישה שלהם שונה מגישת הטלוויזיה הצרפתית: הם [א2] מתרכזים [/א2] בשרטוט מצוין של דיוקנאות סופרים, ובאמצעותם הם מגיעים אל היצירה עצמה.",AFTER
29.7.19,29,7,19, אלפי כרטיסים נמכרו וההתעניינות לא [א1] נותרה [/א1] רק באשדוד. שחקני הפועל [א2] הצהירו [/א2] לא אחת כי ההצלחות של עירוני פגעו ביכולתם.,VAGUE
122.1.23,122,1,23," בהמשך נאמר, בין השאר, כי ""מועדי היציאה הגמישים של כוח תשורת המשך הופכים את התוכנית לאטרקטיווית"". להלן [א1] הודיע [/א1] הבנק ללקוחה כי יעביר את הכספים שהצטברו לזכותה, כולל כל ההטבות, לתוכנית חדשה (""כוח תשורת המשך""), כאשר המדד היסודי לגבי התוכנית החדשה יהיה המדד [א2] שיפורסם [/א2] בגין אוקטובר 0991.",BEFORE
122.25.399,122,25,399," כידוע, המדד [א1] מושפע [/א1] באחרונה במיוחד מעליות מחירי הדיור. ניקח את מדד השנה האחרונה (אוקטובר 9891 - ספטמבר 0991): המדד הכללי [א2] עלה [/א2] ב18.",EQUAL
48.8.94,48,8,94," סל [א1] רדף [/א1] סל ובדקה ה-83 הורה לוח התוצאות על שוויון 18, 75 שניות לסיום היה להפועל יתרון 77 79, וכשנותרה שנייה לסיום נשרקה עבירה טכנית לזכות קרטר מרמת גן והוא הישווה בשתי זריקות עונשין. הוצאת הכדור בידי רמת גן שנייה לסיום לא שינתה דבר והקבוצות [א2] התייצבו [/א2] להארכה.",BEFORE
133.15.31,133,15,31," ימים ספורים קודם לכן נרצח בבית קפה ליד נאפולי נער בן 12, [א1] שעבד [/א1] מאחורי הדלפק. הוא [א2] ראה [/א2] את פניהם של רוצחים שחיסלו בבית הקפה כמה מיריביהם.",BEFORE
128.27.141,128,27,141," אחרי שיחה נזעמת בארבע עיניים [א1] הגיעו [/א1] דיומא והמו""ל להסכם שכר חדש. טיב ההסכם לא נודע, אך הגיבור המגמגם [א2] מת [/א2] מיתה משונה עוד באותו פרק.",BEFORE
54.9.57,54,9,57," הם [א1] טענו [/א1] כי מעמדם נמצא עתה בסכנה, עקב קירבתם ללוי, וכי שר החוץ עצמו אינו נחלץ להגן עליהם. הם [א2] אמרו [/א2] כי בלית ברירה ינסו לגייס תמיכה של חוגים במפלגה נגד הדחות שרון.",EQUAL
122.11.86,122,11,86," תמיד סיקרן אותי לדעת מי המציא את השמות המוזרים הללו לתוכניות החיסכון, [א1] שהתהדרו [/א1] עתה בשם המוזר ""כוח תשורת המשך"". למדתי שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, [א2] המציא [/א2] את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה התיר להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים הבריק ב""מטמון"" וכולי.",AFTER
34.15.46,34,15,46," אבל אפשר שהאמריקאים לומדים בימים אלה פרק חשוב בהבנת המזרח התיכון. התנהגותם [א1] מזכירה [/א1] פוליטיקאים ישראלים (ביניהם כאלה הלועגים היום לחיזור האמריקאי אחרי הקואליציה הערבית) [א2] זוללי [/א2] שרימפס, החובשים כיפה על ראשם ומשחרים לפתחם של רבנים אנטי-ציונים.",AFTER
8.1.28,8,1,28," מזכיר איגוד הפועלים החקלאיים, חיים אביבי, [א1] מסר [/א1] שההצעה הועלתה לנוכח המחסור בעובדי קטיף המורגש כבר כעת ויוחרף בחודש הבא, כשהקטיף יהיה בעיצומו, בעיקר עקב היעדרות עובדים מהשטחים. המעסיקים אינם [א2] מצפים [/א2] שיצליחו למשוך מספר ניכר של עובדים ישראליים לקטיף, בגלל השכר הנמוך המשולם לעבודה זו מעט מעל שכר המינימום במשק.",AFTER
126.4.10,126,4,10," הסמינר כולל מסע לאפקוט ועבודה מעשית בציור או רישום. סמינר ממושך מקצועי יותר [א1] החל [/א1] השנה, [א2] ונערך [/א2] שלושה ימים.",BEFORE
124.23.78,124,23,78," הפדגוגית הברלינאית כריסטה מלר-המאן [א1] אומרת [/א1] שהורים אינם מתרשמים מקריאותיהן של הבנות לעזרה. מלר-המאן, מנהלת מרכז מגע וייעוץ לבני נוער העלולים להתאבד, [א2] השתאתה [/א2] על תגובותיה של אם, שבתה בת ה91 קפצה מהחלון.",AFTER
